trno,dbh,cl,dead,ht,bal,ba,tph,spp,ccfl,standid,plotid,nsnag
 1, 55.8109560,16.3461405,0,27.165958, 8.0360000,49.097710, 1336.6076,DF, 26.213800,307, 1, 8
 2, 38.4998090,16.3601644,0,25.229274, 5.7400000,49.097710, 1336.6076,DF, 18.046770,307, 2,15
 3, 58.6997681,19.3597987,0,30.175200,13.7760000,49.097710, 1336.6076,DF, 47.714590,307, 4,17
 5, 36.0295251,14.2181214,0,20.641772,48.5102094,49.097710, 1336.6076,DF,235.584900,307, 1,17
 6, 57.3228256,16.1428938,0,29.997980,48.5102094,49.097710, 1336.6076,DF,235.584900,307, 1,17
 7, 47.9364224,17.1043183,0,27.192503,48.5102094,49.097710, 1336.6076,DF,235.584900,307, 1,17
 8, 18.4766249, 7.4313318,0,12.598594,48.5102094,49.097710, 1336.6076,DF,235.584900,307, 1,17
 9,  4.5619310, 1.5673072,0, 4.001094,48.5102094,49.097710, 1336.6076,DF,235.584900,307, 1,17
 1, 31.2109505,17.2226905,0,21.556060,33.2920000,49.097710, 1336.6076,DF,132.322600,307, 2,17
 2, 28.0173709,11.7072979,0,20.137895,34.4400000,49.097710, 1336.6076,DF,137.960200,307, 2,17
 3, 41.8791103,13.1720204,0,24.810720,17.2200000,49.097710, 1336.6076,DF, 61.574070,307, 2,17
 4, 41.8403093,11.6551954,0,24.750997, 4.5920000,49.097710, 1336.6076,DF, 14.009000,307, 2,17
 5, 60.8243744,11.8283065,0,27.598445,20.6640023,49.097710, 1336.6076,DF, 76.220860,307, 2,17
 6, 39.6233376, 7.3972156,0,22.728326,29.8480000,49.097710, 1336.6076,DF,116.350300,307, 2,17
 7, 21.8526000, 2.7229326,1, 9.235440,24.1080000,49.097710, 1336.6076,DF, 91.122750,307, 2,17
 8, 35.6367119,16.0282920,0,25.725120,32.1440000,49.097710, 1336.6076,DF,126.881400,307, 2,17
 9, 39.5543494,14.4031137,0,27.521937,10.3320000,49.097710, 1336.6076,DF, 34.648100,307, 2,17
10, 33.9350804,13.2465501,0,22.599161,45.4205052,49.097710, 1336.6076,DF,198.383300,307, 2,17
11, 54.3147644,15.7477084,0,26.890837,45.4205052,49.097710, 1336.6076,DF,198.383300,307, 2,17
13, 18.0049721, 2.1640800,0, 6.309360,45.4205052,49.097710, 1336.6076,DF,198.383300,307, 2,17
14, 14.4482429, 2.8289686,0,11.887200,45.4205052,49.097710, 1336.6076,DF,198.383300,307, 2,17
15, 13.1780224, 2.2132555,0, 8.614056,45.4205052,49.097710, 1336.6076,DF,198.383300,307, 2,17
16,  9.4017000, 2.7830535,1, 7.406640,45.4205052,49.097710, 1336.6076,DF,198.383300,307, 2,17
 1, 38.8918091,11.5885417,0,24.442202,20.6640023,49.097710, 1336.6076,DF, 76.220860,307, 4,17
 2, 35.7828702, 7.3731059,0,26.578560,29.8480000,49.097710, 1336.6076,DF,116.350300,307, 4,17
 3, 48.1904207,11.5721557,0,28.133040,12.6280000,49.097710, 1336.6076,DF, 43.183450,307, 4,17
 4, 26.0266245, 4.0873954,0,20.629943,37.8840000,49.097710, 1336.6076,DF,155.867700,307, 4,17
 5, 39.5929727,11.5703695,0,26.705250,25.2560000,49.097710, 1336.6076,DF, 96.115970,307, 4,17
 6, 69.9702465,21.0104187,0,33.150932,22.9600000,49.097710, 1336.6076,DF, 86.145140,307, 4,17
 7, 39.9546840, 9.3802779,0,28.365039,13.7760000,49.097710, 1336.6076,DF, 47.714590,307, 4,17
 8, 42.7784973,13.8988678,0,28.967521,19.5160023,49.097710, 1336.6076,DF, 71.304230,307, 4,17
 9, 39.1540403,13.0656665,0,26.811132,37.8840000,49.097710, 1336.6076,DF,155.867700,307, 4,17
10, 29.1838932, 4.8463200,0,15.941040,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
11, 47.3499850,15.1279951,0,28.389752,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
13, 40.5315926,13.3692351,0,25.554371,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
14, 25.5896487, 4.5391944,0,19.865157,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
15, 27.9842871, 8.5105250,0,18.074640,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
16, 68.1252264,17.1106521,0,27.313171,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
17, 18.7671450, 6.2652615,0,15.422880,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
18, 12.9239808, 3.9958427,0,12.588240,46.5272690,49.097710, 1336.6076,DF,207.472100,307, 4,17
 1, 52.4409039,20.0815651,0,32.651730,33.2920000,61.249198, 3369.4062,DF, 98.625690,313, 1,16
 2, 81.9109899,19.9693073,0,36.618642,16.0720000,61.249198, 3369.4062,DF, 36.262480,313, 2,17
 3, 24.8615404, 8.3299859,0,18.801567,51.6600000,61.249198, 3369.4062,DF,190.987200,313, 3,13
 6, 27.1472563,12.5158256,0,22.724087,52.8080000,61.249198, 3369.4062,DF,197.329200,313, 4, 7
 7,114.8113243,14.2623388,0,34.899600,57.4358635,61.249198, 3369.4062,DF,231.012600,313, 1, 7
10, 35.5600245,10.9192405,0,25.429952,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
11, 23.4118465, 8.7415299,0,19.854224,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
12, 13.1075173, 3.2370979,0,11.707277,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
13, 10.3836440, 4.2934219,0,11.956822,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
14, 12.7793979, 2.9279512,0,11.900053,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
15,  9.6970608, 2.7112673,0,10.634624,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
16, 10.8570374, 4.3071318,0,11.072909,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
17,  3.2030474, 0.8251643,0, 3.308058,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
18,  3.6016922, 0.9818565,0, 4.480560,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
19,  8.8254698, 1.3656156,0, 8.828983,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
20,  7.1148000, 2.7654550,1, 8.564880,57.0727970,61.249198, 3369.4062,DF,227.493000,313, 1, 7
 3,103.8668816,23.4215087,0,44.037992,60.8848688,61.249198, 3369.4062,DF,275.158900,313, 2, 7
 4,127.0715731,25.2744823,0,48.188575,59.9138445,61.249198, 3369.4062,DF,259.336700,313, 2, 7
 5,142.4650019,29.1751299,0,45.450740,62.5293329,61.249198, 3369.4062,DF,315.399200,313, 2, 7
 7, 22.1026776,11.6446066,0,23.365236,61.6773332,61.249198, 3369.4062,DF,289.599200,313, 2, 7
 9,  4.4352012, 3.0460526,0, 5.242560,62.6469340,61.249198, 3369.4062,DF,325.391400,313, 2, 7
13,  4.8228688, 3.7562211,0, 5.669280,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
16,  1.4550198, 0.4347591,0, 1.859280,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
18,  1.1489741, 1.0265335,0, 2.133600,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
21,  3.8301636, 3.2286428,0, 4.876800,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
22,  0.3557400, 0.4934108,0, 1.554480,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
24,  3.1189098, 2.5954205,0, 3.566160,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
25,  4.0896912, 2.8543648,0, 5.025884,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
27,  0.3659040, 0.4235748,0, 1.615440,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
28,  0.5494049, 0.8279002,0, 1.828800,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
30,  0.2823331, 0.5086286,0, 1.493520,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
31,  5.9791864, 4.5017040,0, 6.643174,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
34,  2.8554538, 2.3760727,0, 4.137185,62.7000175,61.249198, 3369.4062,DF,341.978900,313, 2, 7
 2, 70.0770701,16.5945038,0,39.739580,22.9600000,61.249198, 3369.4062,DF, 55.808230,313, 3, 7
 3, 53.0844121,16.4486417,0,44.230778,42.4760000,61.249198, 3369.4062,DF,141.295200,313, 3, 7
 4, 26.3517708, 1.4196697,0,20.609659,19.5160000,61.249198, 3369.4062,DF, 44.599940,313, 3, 7
 6, 62.1216057,13.6794606,0,34.059449,43.6240000,61.249198, 3369.4062,DF,146.320100,313, 3, 7
 7, 39.3389743,14.2515001,0,33.113624,36.7360000,61.249198, 3369.4062,DF,112.773400,313, 3, 7
 8, 73.6594736,21.5775144,0,41.696640,32.1440000,61.249198, 3369.4062,DF, 94.285390,313, 3, 7
10, 45.1128632,24.1531475,0,39.388938,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
11, 38.3920960,14.4442404,0,36.503640,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
12, 47.6141982,16.5233421,0,36.484560,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
13, 27.6219913, 9.1983184,0,30.980573,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
14, 52.9489768,17.3078424,0,35.230095,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
15, 41.8313396,13.9767015,0,33.304917,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
16, 53.7392024,12.8585366,0,32.787549,28.7000000,61.249198, 3369.4062,DF, 81.400780,313, 3, 7
 1, 65.6513342,16.5763285,0,35.550378,13.7760000,61.249198, 3369.4062,DF, 30.575310,313, 4, 7
 2, 86.9101533,23.9649823,0,45.720000,27.5520000,61.249198, 3369.4062,DF, 77.153660,313, 4, 7
 4, 54.6480419,19.1563356,0,40.657760,25.2560000,61.249198, 3369.4062,DF, 66.359010,313, 4, 7
 5, 56.3069084,20.0199986,0,39.538138,30.9960000,61.249198, 3369.4062,DF, 89.976700,313, 4, 7
 8, 10.2452027, 3.8498648,0, 9.631680,55.1040000,61.249198, 3369.4062,DF,210.610800,313, 4, 7
 9, 13.2168108, 3.3973831,0, 8.997992,59.0353030,61.249198, 3369.4062,DF,248.707400,313, 4, 7
10,  8.1737160, 2.8423935,0, 7.071360,59.0353030,61.249198, 3369.4062,DF,248.707400,313, 4, 7
 1, 26.3390150,12.4749001,0,17.160240,13.7760000,40.620694, 4227.2237,DF, 51.460780,323, 1,12
 3, 18.2209799, 8.8624593,0,15.832906,17.2200023,40.620694, 4227.2237,DF, 72.124340,323, 2,16
 4, 15.5752145,10.9549692,0,12.787524,22.9600000,40.620694, 4227.2237,DF,103.329700,323, 3,17
 7, 13.7246194, 9.0544650,0,12.017792,54.7708734,40.620694, 4227.2237,DF,384.792100,323, 4,11
 8, 16.4096205, 7.6781650,0,12.100152,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
10, 10.8621372, 3.5886207,0, 8.686800,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
11, 12.0250055, 6.4412439,0,13.624560,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
12, 19.5657000, 2.0132683,1,11.430000,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
14, 16.4822143, 3.7027195,0, 9.235440,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
17,  0.5963066, 0.5717829,0, 1.880333,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
18,  6.1407508, 2.7146104,0, 6.675120,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
19,  3.8138149, 2.4967451,0, 4.270791,53.3932045,40.620694, 4227.2237,DF,350.913700,323, 1,11
 2, 17.3880960, 6.7901271,0,10.353035,24.1080000,40.620694, 4227.2237,DF,110.372200,323, 2,11
 3, 13.1484858, 7.5485945,0, 9.598079,36.5593917,40.620694, 4227.2237,DF,196.828900,323, 2,11
 4, 10.9755319, 8.4158511,0,10.614200,42.0985835,40.620694, 4227.2237,DF,240.587200,323, 2,11
 5, 10.2104469, 0.8849319,0, 7.433859,37.2485820,40.620694, 4227.2237,DF,202.059700,323, 2,11
 6, 11.4345000, 2.2735974,1, 5.486400,28.4183267,40.620694, 4227.2237,DF,136.525100,323, 2,11
 7, 12.8948762, 7.7940469,0,11.887200,30.3295630,40.620694, 4227.2237,DF,149.513600,323, 2,11
 8, 16.0474466,11.3585915,0,13.197840,39.1853039,40.620694, 4227.2237,DF,217.102800,323, 2,11
12, 15.2136251, 6.2159601,0, 9.616571,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
15, 12.0631841, 6.2502928,0, 9.933594,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
16, 11.7007002, 8.1012152,0,12.225680,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
17, 10.1756327, 8.3922992,0,11.938303,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
18, 11.3696156, 6.5651786,0,11.062250,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
19,  9.0451977, 3.6233740,0, 7.620000,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
21,  1.0819451, 0.5988832,0, 1.898176,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
22,  3.5428807, 2.2944792,0, 5.059680,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
23,  7.7421678, 4.5790500,0, 8.991600,54.4624976,40.620694, 4227.2237,DF,368.972500,323, 2,11
 1, 25.5821273,15.6892386,0,19.027070,14.9240023,40.620694, 4227.2237,DF, 57.347240,323, 3,11
 2, 22.2111097, 7.0739782,0,14.042020,20.6640023,40.620694, 4227.2237,DF, 91.809830,323, 3,11
 3, 21.5110540, 7.7355162,0,14.127977,12.6280000,40.620694, 4227.2237,PM, 46.040070,323, 3,11
 4, 21.8118627,10.3616455,0,13.367342,43.6670270,40.620694, 4227.2237,DF,254.504600,323, 3,11
 5, 30.5389577,14.5430413,0,19.385280,46.5407006,40.620694, 4227.2237,DF,280.111900,323, 3,11
 6, 12.1660895, 7.7518169,0,12.928272,49.2815277,40.620694, 4227.2237,DF,305.660700,323, 3,11
 7, 10.7527090, 7.3735631,0,10.480810,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
 8, 10.6430522, 4.7400637,0,11.412937,54.6460858,40.620694, 4227.2237,PM,374.302100,323, 3,11
 9, 14.1630029, 5.5542058,0,11.003280,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
10, 15.7056186, 6.1477246,0,13.224812,54.6460858,40.620694, 4227.2237,PM,374.302100,323, 3,11
11, 18.0022354, 2.4492216,0, 9.254652,54.6460858,40.620694, 4227.2237,PM,374.302100,323, 3,11
12, 12.9659378, 3.6839987,0, 9.387840,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
14,  3.8420606, 0.7625081,0, 5.591727,54.6460858,40.620694, 4227.2237,PM,374.302100,323, 3,11
15,  2.5410000, 2.3059016,1, 3.322320,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
16,  0.2541000, 0.3419880,0, 1.416913,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
18,  0.7623000, 0.7442405,1, 1.889760,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
20,  2.2246607, 1.4457066,0, 3.291523,54.6460858,40.620694, 4227.2237,DF,374.302100,323, 3,11
11, 12.1009611, 2.7650536,0,11.216640,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
12, 11.8771244, 5.9985372,0,10.562804,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
14, 16.9534961, 5.8268128,0, 9.326880,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
15, 12.2048448, 8.7987744,0, 9.927089,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
16, 11.4789472, 3.7404050,0, 5.829968,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
17,  9.9404606, 1.8278612,1, 8.111133,54.7837769,40.620694, 4227.2237,PM,390.032500,323, 4,11
18, 12.2753957, 7.9780851,0,10.221727,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
19, 13.6507653, 7.3203420,0,10.492417,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
20,  8.2910391, 3.7609302,0, 7.132805,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
22,  1.5026991, 0.9011735,0, 2.102391,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
23,  0.2541000, 0.6697712,0, 1.458397,54.7837769,40.620694, 4227.2237,DF,390.032500,323, 4,11
 1, 13.5444625, 4.8950971,0, 9.876099,26.1614276,35.148362,11482.1687,DF,156.061500,334, 1,30
 3, 11.1901651, 4.7580895,0,10.239223,27.3495846,35.148362,11482.1687,DF,167.177200,334, 2, 8
 4, 10.7875411, 3.6470173,0, 8.407606,26.1614276,35.148362,11482.1687,DF,156.061500,334, 3, 8
 5,  9.7722896, 4.4441608,0, 8.277935,45.1086854,35.148362,11482.1687,DF,458.930400,334, 4,35
 7, 10.1703068, 4.9293963,0, 8.537079,45.1739607,35.148362,11482.1687,DF,470.967700,334, 1,35
 8, 10.2452027, 4.3458963,0, 8.831339,38.3315134,35.148362,11482.1687,DF,278.770600,334, 1,35
 9, 10.9318673, 4.7262898,0, 9.330498,45.1739607,35.148362,11482.1687,DF,470.967700,334, 1,35
11,  9.7722896, 4.5863957,0, 9.508148,40.1430574,35.148362,11482.1687,DF,306.665900,334, 1,35
12,  8.5033930, 3.8503769,0, 8.064136,41.0918794,35.148362,11482.1687,DF,321.337500,334, 1,35
14,  1.9219285, 1.2277460,0, 2.926080,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
15,  1.0634822, 0.5886002,0, 2.246121,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
17,  0.6113316, 0.2949787,0, 1.613779,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
22,  6.3741773, 3.0658643,0, 6.729719,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
24,  0.5082000, 0.4625374,1, 1.645920,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
25,  0.6163195, 0.2980353,0, 1.704607,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
27,  0.7623000, 0.5933234,1, 1.920240,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
28,  2.5410000, 1.6789817,1, 3.931920,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
29,  4.2297588, 1.1771367,0, 4.014131,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
30,  4.8000329, 2.6349286,0, 6.692036,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
36,  1.5797524, 0.5003393,0, 2.114253,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
37,  4.7137634, 1.6613368,0, 5.591504,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
38,  0.5762836, 0.4007041,0, 1.645931,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
39,  1.0164000, 0.9221069,1, 2.377440,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
42,  4.5363330, 1.0983197,0, 4.785360,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
43,  0.2541000, 0.3535634,0, 1.522741,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
45,  2.7574322, 1.3706871,0, 4.454554,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
46,  3.1657404, 1.8890218,0, 5.151120,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
50,  7.8097940, 3.3519740,0, 7.998680,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
51,  0.5082000, 0.7358756,1, 1.767840,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
54,  4.7711188, 1.4318455,0, 5.844869,43.9748747,35.148362,11482.1687,DF,396.430900,334, 1,35
 6, 15.7214363,10.6662444,0,12.115955, 8.0360000,35.148362,11482.1687,DF, 35.128810,334, 2,35
 7, 17.7146603,10.8521419,0,12.081604,18.9648590,35.148362,11482.1687,DF,101.520200,334, 2,35
 9, 12.3521949, 5.4826845,0,11.298707,16.8069129,35.148362,11482.1687,DF, 87.207410,334, 2,35
13, 10.7921911, 5.7923125,0,11.103254,44.1813999,35.148362,11482.1687,DF,403.531700,334, 2,35
14, 14.0898323, 8.4990310,0,11.477302,44.1813999,35.148362,11482.1687,DF,403.531700,334, 2,35
15, 13.9451147, 7.9560877,0,12.039600,44.1813999,35.148362,11482.1687,DF,403.531700,334, 2,35
19,  1.5243256, 0.6761982,0, 2.144724,44.1813999,35.148362,11482.1687,DF,403.531700,334, 2,35
24,  2.3501506, 1.2255194,0, 2.589164,44.1813999,35.148362,11482.1687,DF,403.531700,334, 2,35
 1, 27.4671428,12.0839332,0,14.020800, 1.1480000,35.148362,11482.1687,DF,  3.627868,334, 3,35
 2, 19.3089599, 9.7790813,0,11.915196, 5.7400000,35.148362,11482.1687,DF, 23.471100,334, 3,35
 4, 12.3493566, 9.8550527,0,12.792349,37.6860618,35.148362,11482.1687,DF,269.698600,334, 3,35
 5, 17.2794861, 8.7655725,0,11.992621,37.6860618,35.148362,11482.1687,DF,269.698600,334, 3,35
 6, 12.0956428, 6.0123842,0, 9.762031,37.6860618,35.148362,11482.1687,DF,269.698600,334, 3,35
 7,  8.3662755, 6.5229334,0, 8.127458,37.6860618,35.148362,11482.1687,DF,269.698600,334, 3,35
10,  1.7712091, 0.6754334,0, 2.185125,37.6860618,35.148362,11482.1687,DF,269.698600,334, 3,35
11,  6.1866896, 4.8539827,0, 7.419917,37.6860618,35.148362,11482.1687,DF,269.698600,334, 3,35
 3,  9.1612807, 4.7455897,0, 8.584850,15.2445721,35.148362,11482.1687,DF, 75.853760,334, 4,35
 4, 12.1694970, 5.7055878,0, 9.931981,31.6609905,35.148362,11482.1687,DF,205.389200,334, 4,35
 6, 13.9824395, 5.7729425,0,10.892574,21.4829970,35.148362,11482.1687,DF,119.503900,334, 4,35
 8, 12.7476431, 6.4067223,0, 9.416324,27.3495846,35.148362,11482.1687,DF,167.177200,334, 4,35
13, 15.7576253, 7.1922559,0,10.472876,27.3495846,35.148362,11482.1687,DF,167.177200,334, 4,35
14,  9.9567738, 6.0123141,0, 9.332766,18.9648590,35.148362,11482.1687,DF,101.520200,334, 4,35
15, 12.6412768, 7.0822901,0,10.822951,26.1614276,35.148362,11482.1687,DF,156.061500,334, 4,35
17, 13.1860393, 8.2416274,0,10.755971,42.1833978,35.148362,11482.1687,DF,346.052500,334, 4,35
18,  4.0648885, 2.6726498,0, 6.365711,45.1624807,35.148362,11482.1687,DF,468.091100,334, 4,35
19,  0.3441022, 0.3532382,0, 1.659400,44.1813999,35.148362,11482.1687,DF,403.531700,334, 4,35
20,  0.8038454, 0.5207819,0, 1.913980,43.3688685,35.148362,11482.1687,DF,376.864600,334, 4,35
21,  2.0384639, 0.8697087,0, 3.087706,42.8804634,35.148362,11482.1687,DF,363.474400,334, 4,35
22,  1.0164000, 0.6312661,1, 1.889760,44.5285092,35.148362,11482.1687,DF,418.725000,334, 4,35
24,  1.5246000, 0.8850383,1, 2.377440,43.3688685,35.148362,11482.1687,DF,376.864600,334, 4,35
25,  1.1269487, 0.3664745,0, 2.196661,41.6656038,35.148362,11482.1687,DF,333.945900,334, 4,35
26,  2.1618345, 1.8993179,0, 4.358640,36.0760378,35.148362,11482.1687,DF,249.397000,334, 4,35
27,  1.0164000, 0.7354187,1, 2.499360,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
28,  2.8595042, 2.1303057,0, 4.977430,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
29,  2.3772300, 1.6145070,0, 3.535223,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
30,  0.5400260, 0.5486290,0, 1.727904,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
31,  3.7794123, 2.9651398,0, 6.191887,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
32,  2.2044750, 1.5441714,0, 3.979929,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
33,  1.0164000, 0.8406094,1, 2.255520,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
34,  2.2105811, 1.4840913,0, 3.833235,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
35,  4.8794289, 3.7067429,0, 7.237147,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
36,  6.1752652, 3.6005232,0, 8.126864,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
38,  1.0405420, 0.5524735,0, 1.854209,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
39,  8.5789191, 6.4586358,0, 9.687422,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
40,  1.5178943, 0.9043831,0, 2.777759,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
41,  4.0976598, 2.7440973,0, 6.936062,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
42,  2.9362322, 1.7272775,0, 4.722952,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
43,  4.3092667, 2.5119141,0, 6.040776,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
44,  2.9176118, 1.9462657,0, 5.303520,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
45,  7.2009907, 4.8851424,0, 8.381585,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
46,  1.2478394, 0.8779651,0, 2.507116,45.0570484,35.148362,11482.1687,DF,453.797700,334, 4,35
 1, 61.0655661,17.1611026,0,33.067173,30.3072000,50.653434,  323.6019,DF,106.867300,343, 1,14
 2, 32.9950120, 9.3307784,0,24.178486,11.9392000,50.653434,  323.6019,DF, 39.579880,343, 2,13
 3, 33.9350804, 7.9672251,0,20.408978, 8.2656000,50.653434,  323.6019,DF, 26.793920,343, 3,10
 4, 50.2116592,17.3336560,0,38.187020,28.4704000,50.653434,  323.6019,DF, 99.939740,343, 4, 7
 5, 58.3660077,14.6188328,0,32.998319,20.2048000,50.653434,  323.6019,DF, 69.056950,343, 5, 9
 6, 60.7985578,20.5692146,0,36.572190,25.7152000,50.653434,  323.6019,DF, 89.590510,343, 1, 9
 7, 53.3779739,16.6886138,0,33.444119, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
 9, 52.6159280,15.5117719,0,34.495710, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
10, 54.5687627,13.4748483,0,34.816969, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
11, 60.0096027,17.0693151,0,35.699761, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
12, 46.3049225,18.5606040,0,35.345705, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
13, 39.0928784, 9.6835692,0,30.725730, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
14, 52.6836456,13.1018097,0,39.594800, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
15, 64.0066974,20.2451025,0,37.721073, 7.3472000,50.653434,  323.6019,DF, 23.674720,343, 1, 9
 1, 42.1719352,13.3630386,0,36.357672,21.1232000,50.653434,  323.6019,DF, 72.438600,343, 2, 9
